CUSTOMER_ID,SAVINGS_ACCOUNT_INDICATOR,CHECKING_ACCOUNT_INDICATOR,TIME_DEPOSIT_ACCOUNT_INDICATOR,AUTO_LOAN_INDICATOR,HOUSING_LOAN_INDICATOR,PERSONAL_LOAN_INDICATOR,BB_LOAN_INDICATOR,LIFE_INSURANCE_INDICATOR,NONLIFE_INSURANCE_INDICATOR,INVESTMENT_INDICATOR,CURRENT_MONTH
91488.5714,0,0,0,0,0,0,0,0,0,0,10/2023
94931.4286,0,0,0,0,0,0,0,0,0,0,10/2023
159187.1429,1,0,0,0,0,0,0,0,0,0,10/2023
292860.0,0,0,0,0,0,1,0,0,0,0,10/2023
323502.8571,0,0,0,0,0,0,0,0,0,0,10/2023
351888.5714,1,0,0,0,0,1,0,0,0,0,10/2023
353444.2857,1,0,0,0,0,0,0,0,0,0,10/2023
387844.2857,1,0,0,0,0,0,0,0,0,0,10/2023
418660.0,0,0,0,0,0,0,0,0,0,0,10/2023
421871.4286,0,0,0,0,0,0,0,1,0,0,10/2023
453360.0,0,0,0,0,0,0,0,0,0,0,10/2023
458802.8571,0,0,0,0,0,0,0,0,0,0,10/2023
492885.7143,1,0,0,0,0,0,0,0,0,0,10/2023
523060.0,0,0,0,0,0,0,0,0,0,0,10/2023
553460.0,1,0,0,0,0,0,0,0,0,0,10/2023
569502.8571,0,0,0,0,0,0,0,0,0,0,10/2023
698772.8571,1,0,0,0,0,0,0,1,0,0,10/2023
728788.5714,0,0,0,0,0,0,0,0,0,0,10/2023
734345.7143,0,0,0,0,0,0,0,0,0,0,10/2023
762945.7143,1,0,0,0,0,0,0,0,0,0,10/2023
802972.8571,1,0,0,0,0,0,0,1,0,0,10/2023
850587.1429,1,0,0,0,0,0,0,0,0,0,10/2023
914730.0,0,0,0,0,0,0,0,0,0,0,10/2023
920160.0,1,0,0,0,0,0,0,0,0,0,10/2023
958315.7143,1,0,0,0,0,0,0,1,1,0,10/2023
976617.1429,0,0,0,0,0,0,0,0,0,0,10/2023
1053458.5714,0,0,0,0,0,0,0,0,0,0,10/2023
1075385.7143,1,0,0,0,0,0,0,0,0,0,10/2023
1134517.1429,0,0,0,0,0,0,0,0,0,0,10/2023
1154760.0,1,0,0,0,0,0,0,0,0,0,10/2023
1252257.1429,1,0,0,0,0,0,0,0,0,0,10/2023
1305458.5714,0,0,0,0,0,0,0,0,0,0,10/2023
1331345.7143,0,0,0,0,0,0,0,0,0,0,10/2023
1350917.1429,1,0,0,0,0,0,0,0,0,0,10/2023
1369045.7143,1,0,0,0,0,0,0,0,0,0,10/2023
1427517.1429,0,0,0,0,0,0,0,0,0,0,10/2023
1437201.4286,1,0,0,0,0,0,0,0,0,0,10/2023
1455030.0,1,0,0,0,0,0,0,0,0,0,10/2023
1495301.4286,1,0,0,0,0,1,0,0,0,0,10/2023
1627517.1429,0,0,0,0,0,0,0,0,0,0,10/2023
1787801.4286,1,0,0,0,0,0,0,0,0,0,10/2023
1829372.8571,1,0,0,0,0,1,0,0,0,0,10/2023
1893217.1429,0,0,0,0,0,1,0,0,0,0,10/2023
1895515.7143,0,1,0,0,0,0,0,0,0,0,10/2023
1930645.7143,0,0,0,0,0,0,0,0,0,0,10/2023
1936928.5714,0,0,0,0,0,0,0,0,0,0,10/2023
2030360.0,0,0,0,0,0,0,0,0,0,0,10/2023
2106460.0,1,0,0,0,0,0,0,0,0,0,10/2023
2229502.8571,0,0,0,0,0,0,0,0,0,0,10/2023
2252502.8571,0,0,0,0,0,0,0,0,0,0,10/2023
2414744.2857,1,0,0,0,0,0,0,0,0,0,10/2023
2457515.7143,1,0,0,0,0,0,0,0,0,0,10/2023
2511917.1429,0,0,0,0,0,1,0,0,0,0,10/2023
2534358.5714,0,0,0,0,0,0,0,0,0,0,10/2023
2542788.5714,0,0,0,0,0,1,0,0,0,0,10/2023
2590415.7143,0,0,0,0,0,0,0,0,0,0,10/2023
2625072.8571,1,0,0,0,0,0,0,0,0,0,10/2023
2625414.2857,1,0,0,0,0,0,0,0,0,0,10/2023
2626345.7143,1,0,0,0,0,0,0,0,0,0,10/2023
2648244.2857,0,0,0,0,0,1,0,0,0,0,10/2023
2704515.7143,0,0,0,0,0,0,0,1,0,0,10/2023
2755645.7143,1,0,0,0,0,0,0,0,0,0,10/2023
2771188.5714,0,0,0,0,0,0,0,0,0,0,10/2023
2771331.4286,0,0,0,0,0,0,0,0,0,0,10/2023
2792930.0,1,0,0,0,0,0,0,1,0,0,10/2023
3021058.5714,1,0,0,0,0,0,0,0,0,0,10/2023
3192714.2857,1,0,0,0,0,0,0,1,0,0,10/2023
3216917.1429,0,0,0,0,0,0,0,0,0,0,10/2023
3506815.7143,1,0,0,1,0,1,0,1,1,0,10/2023
3563287.1429,1,0,0,0,0,0,0,0,0,0,10/2023
3744658.5714,1,0,0,0,0,0,0,1,0,0,10/2023
3775685.7143,1,0,0,0,0,0,0,0,0,0,10/2023
3821987.1429,0,0,0,0,0,0,0,0,0,0,10/2023
3864460.0,1,0,0,0,0,0,0,0,0,0,10/2023
3893042.8571,1,0,0,0,0,0,0,0,0,0,10/2023
3900815.7143,0,0,0,0,0,0,0,0,0,0,10/2023
3914060.0,0,0,0,0,0,0,0,0,0,0,10/2023
3935858.5714,1,0,0,0,0,0,0,0,0,0,10/2023
3967544.2857,0,0,0,0,0,0,0,0,0,0,10/2023
4028217.1429,0,0,0,0,0,1,0,0,0,0,10/2023
